,Location,Retweet_Count,Date,Tweets
259,"Mississauga, Ontario",1,Mon Mar 02 02:58:13 +0000 2020,"@nirmals09 @BloombergQuint @Bloomberg @BloombergTV I wonder why foreign media has prioritized demonizing the #CAA , #India and #Hindus More than 4 million #syrians are about to infiltrate #Turkey, #Malaysiaâ€™s govt just got overthrown nd #Pakistan is on "
263,"New Delhi, India",0,Mon Mar 02 02:46:51 +0000 2020,"@jijoy_matt Kindly advise His Lordship to keep the farts coming...louder the better! Because as you probably know,one should never hold one's farts in 'cause they have a tendency to travel up your spine and into your brain! #CAA #SupportCAA"
267,,0,Mon Mar 02 02:22:10 +0000 2020,"@fayedsouza When we do good things for others, the good always comes back. But people are stuck in their selfish, greedy life and do not understand that #CAA has nothing to do with Indians, even the â€œsmartâ€ journalists like you and @RanaAyyub"
268,"Pune, India",1,Mon Mar 02 02:21:25 +0000 2020,RT @vivekashenoy: @fayedsouza Lol. Aren't you exposing yourself. Now you realize a law which doesn't affect citizens and all these mayhem iâ€¦
270,,5,Mon Mar 02 02:16:37 +0000 2020,@D_Tarczynski India is going to draft NRC whether the left liberals like it or not and follow the policy of kicking out every single MUSLIM ILLEGAL IMMIGRANT from every nook and corner of our country!! #NRC #CAA
272,,0,Mon Mar 02 02:16:24 +0000 2020,"@suchetadalal From Ayodhya to #CAA, all so called ""liberals"" are demanding is this. Right or wrong, Hindus should bow down to bullying and intransigence of Muslims. If they assert their rights, they are hate-mongers. Verily  liberalism is a mental disease"
273,,0,Mon Mar 02 02:14:46 +0000 2020,@sagarikaghose It's an internal matter . If they go against #caa . Islamic Terrorists will incr in India and convert India into Syria . Afterwards US should thier army to India to reduce Terrorism. Just like Syria
274,,0,Mon Mar 02 02:13:38 +0000 2020,"#CAA In 1947, we won independence from British rule; in that struggle, Hindus, Muslims and Sikhs fought shoulder to shoulder but not the #RSS; RSS in fact assassinated Mahatma Gandhi &amp; now rules India thru #BJP. Who loves India more? People destroying it or people preserving it?"
277,India,0,Mon Mar 02 02:05:33 +0000 2020,"@PChidambaram_IN Don't be so ignorant Chidu Ji, No Indians be it from will be affected by #CAA only illegal Pakistani and Bangladeshi Muslims won't get Indian citizenship by default, that's it."
278,,1,Mon Mar 02 01:54:59 +0000 2020,@AmyMek And that's the kind of people @narendramodi has tried to help with #CAA .
279,,0,Mon Mar 02 01:49:27 +0000 2020,"#CAA #NRC, if like Assam, poses  risk to poor, ppl w/o land ownership, flood &amp; riot victims, villagers, labourers &amp; all who do not have docs and not able to get them but have lived in India forever. To catch foreigners, you donâ€™t need to go thru the expensive NRC. #NoNRC"
280,Aamchi Mumbai,0,Mon Mar 02 01:48:26 +0000 2020,"Malaysia, china should steer clear off India's internal/domestic affairs, India is a sensible democracy and world knows it.  #CAA"
287,,1,Mon Mar 02 01:22:08 +0000 2020,"RT @AmolTitus: To prevent further polarization and mistrust, which seriously detract from the urgent task of inclusive economic developmentâ€¦"
288,,0,Mon Mar 02 01:09:10 +0000 2020,"@PMOIndia @rsprasad @BJP4India @gps35 @amitmalviya @KHANNANAGARAJU @PrakashJavdekar @klnbjp @drlaxmanbjp @JPNadda Provide me with  1. The Act , Article 2 and 3 (before) 2. The amendment #CAA 3. The Act, Article 2, and 3 (after, changed sections clearly hi"
291,Age of Aquarius,0,Mon Mar 02 00:57:09 +0000 2020,"@fayedsouza #CAAâ€™s for people fleeing persecution - itâ€™s not free for all come in and rampage, itâ€™s not for people to use the country but not belong to it, itâ€™s not for people who a serve religion above India. Itâ€™s for people who will integrate,"
295,,0,Mon Mar 02 00:22:35 +0000 2020,"@CNN @RanaAyyub But don't worry now #CAA is done and dusted, #NRC is one the way may be in the coming parliamentary session btw this government will not let you go that easy #UCC  will be somewhere around the corner too. Try crying foul as much as you can"
296,,1,Mon Mar 02 00:19:27 +0000 2020,"To prevent further polarization and mistrust, which seriously detract from the urgent task of inclusive economic development, the government of #India needs to undertake a sincere and transparent outreach program clarifying all aspects of the #CAA-NPR-NRC. Engage don't enrage."
297,"à¤¬à¥ˆà¤‚à¤—à¤²à¥à¤°à¥, à¤­à¤¾à¤°à¤¤",0,Mon Mar 02 00:18:27 +0000 2020,@fayedsouza Could you tell what is there in #CAA against Indian citizens? Lutyen media is the real culprit here and more importantly black mailing wonâ€™t work anymore with Indian govt.
306,Hobart ðŸ‡¦ðŸ‡º | Mumbai ðŸ‡®ðŸ‡³,0,Sun Mar 01 23:20:34 +0000 2020,It is imperative for Indians living overseas to use our privilege of not being stifled by the state machinery of the India to raise our voice against the anti-minority violence like the #DelhiRiots2020 and policies (#CAA and #NRC) of the Modi led #BJP government.
309,,0,Sun Mar 01 22:59:03 +0000 2020,@khushsundar @BJP4India Go and debate if you think #caa is not helping...why afraid?
310,,0,Sun Mar 01 22:48:13 +0000 2020,"#CAA In a well documented country, proving citizenship is not a problem. If you lost your docs, you can to go municipality and get a new birth cert. But in India, the record keeping is not good. #NCR affects  poor  &amp; undocumented or whose names are spelled differently in docs."
316,Riyadh,1,Sun Mar 01 22:19:59 +0000 2020,"#AmitShah I have a question, in case a #Hindu who is an illegal immigrant gets #Indian #Citizenship under #CAA and then reverts to #Islam ?  So what next ?"
330,,0,Sun Mar 01 20:56:16 +0000 2020,@BDUTT @DelhiPolice Citizenry is still waiting for media and its one sideded reporters to change ..let us see you do a complete coverage on Tahir Hussain and all his activities from Shaheen Bagh to Riots #CAA #RiotReality #DelhiViolence #Mojo @ndtv
336,India ,0,Sun Mar 01 20:28:19 +0000 2020,"I used to be even stevens between the Republicans &amp; the Dems.  Neither too much like nor dislike.   But, now, I am like all over towards the Republicans ðŸ˜  AND, to be fair to me, well b4 POTUS' visit or his #CAA answers, I went their way big time .. Go c my tweets .. Its NOT"
337,kiu? koi masla hea! ,1,Sun Mar 01 20:28:09 +0000 2020,RT @warp0rn: Most muslims in india who are being raped burnt and killed are descendants of mukti bahini and they used to boast about it. Usâ€¦
338,"New Delhi, India",0,Sun Mar 01 20:27:54 +0000 2020,@nehadixit123 @younussaleem11 @KSaifi @KapilMishra_IND Hahahaha.. he's blindly and wilfully spreading lies about #CAA and you called him activist??? Shame on such activist and on you.. hw should let people know about truth not spread hate..
339,,0,Sun Mar 01 20:27:24 +0000 2020,"@PChidambaram_IN who will make you Finance Minister,in  #CAA Muslim not included because of thay are not minorities in Pakistan Bangladesh and Afghanistan. And if you know this reality than don't polarization the issue"
340,,1,Sun Mar 01 20:26:32 +0000 2020,Most muslims in india who are being raped burnt and killed are descendants of mukti bahini and they used to boast about it. Use some of the guerilla tactics against RSS goons that your ancestors used in bengal against Pakistan. it would help #CAA  #NRC_CAA_Protest
343,,1,Sun Mar 01 20:21:41 +0000 2020,"RT @ihareshch: Whether it is North East,Uttar Pradesh or Delhi, The Protest against #CAA are dangerous for Country.  These are not the Protâ€¦"
345,"Mumbai, India",1,Sun Mar 01 20:17:14 +0000 2020,45+ Indian died in Delhi and many got Injured bcoz of #CAA now what government is thinking still to pass bill that means there is no value of this Indian lives in front of #BJP #WorldAgainstDelhiPogrom #JusticeForFaizan #DelhiPoliceMurders ##ShaheenBagh @sushant_says @imMAK02
347,"Mumbai, India",2,Sun Mar 01 20:15:02 +0000 2020,45+ Indian died in Delhi and many got Injured bcoz of #CAA now what government is thinking still to pass bill that means there is no value of this Indian lives in front of #BJP Government. #WorldAgainstDelhiPogrom #JusticeForFaizan #DelhiPoliceMurders #Modi #ShaheenBagh
349,KolkataðŸ‡®ðŸ‡³ and DhakaðŸ‡§ðŸ‡©,1,Sun Mar 01 20:01:04 +0000 2020,RT @WestBengal_BN: Accusing #MamataBanerjee of instigating #riots and burning of trains and #railway stations in #WestBengal during violentâ€¦
350,"Dev Bhoomi, Uttrakhand",0,Sun Mar 01 19:59:18 +0000 2020,@MonaAlamm @hinaparvezbutt That's #NRC not #CAA   And #NRC hasn't even been drafted yet... And it's for every Indian not for Indian Muslims only ðŸ™„
351,,5,Sun Mar 01 19:55:36 +0000 2020,RT @AKhatri25: @AmyMek Today both Indian and Pakistani judiciary systems failed.   One in front of #ShaheenBagh protestors who are againstâ€¦
352,"Kolkata, West Bengal, India",1,Sun Mar 01 19:54:30 +0000 2020,"Accusing #MamataBanerjee of instigating #riots and burning of trains and #railway stations in #WestBengal during violent anti-#CAAProtests, #AmitShah in #Kolkata alleged that she was 'disrespecting' tribal and scheduled caste leaders by opposing and spreading fear about #CAA."
354,Vasudhev Kutumbkam,2,Sun Mar 01 19:45:02 +0000 2020,"@meenakshisharan @fayedsouza Uneducated opponents of #CAA are being propelled into panic and protest for political purpose; they cant be expected to empathize with anyone.   But if educated ones write like this, there has to be an ulterior agenda. Empathy"
357,,78,Sun Mar 01 19:34:00 +0000 2020,"RT @GautamBhan80: 3/     In a nutshell: the #CAA constantly seeks to separate from the #NRC. Former is the ""Act"", latter only an ""implementâ€¦"
358,,1174,Sun Mar 01 19:33:54 +0000 2020,"RT @GautamBhan80: 1/ There are lots of good and vital ethical, moral, and political arguments against the fundamental injustice of the #CAAâ€¦"
365,Riyadh,0,Sun Mar 01 19:19:05 +0000 2020,#NorthEastDelhi rioters are nobody but Pakistani Hindus who entered India and are attacking Indian Muslims for protesting against #CAA  Send those terrorists back where they've come from disrupting the Nation's #Peace &amp; #Hindu #Muslim Brotherhood
372,India ,0,Sun Mar 01 19:01:38 +0000 2020,@NakulShenoy @agrawalsanjeev Yes.  CAA by itself poses zero risk to minorities.  Does not uncitizen anybody.    And majority constituents like me have already done a lot to ensure no NRC for now.    So its unforgiveable that India will be burnt for #CAA. 
373,India ,0,Sun Mar 01 18:58:08 +0000 2020,@fayedsouza #CAA Ctd..   AND IT IS INDIA'S SOVEREIGN RIGHT (AS WELL AS CONSTITUTIONAL DUTY) TO ENSURE THAT INDIA'S INDIGENOUS POPULATION MIX (as of date of adoption of the Constitution) IS NOT AMBUSHED (ATLEAST) ANY FURTHER.
374,India ,0,Sun Mar 01 18:52:27 +0000 2020,"@fayedsouza #CAA ctd ..  That's already a lot of reasons, sigh! Anyways, lets continue ..   Next Q of yours:   What purpose does it serve to our citizens and what price are we willing to pay for it?  The purpose it serves is well illustrated in my aforesa"
381,,0,Sun Mar 01 18:42:09 +0000 2020,@fayedsouza Till now I though u r educated person and studied #CAA. Why don't you ask ppl who are sitting and blocking roads in the name of protest what is the problem with #CAA to them and doing riots in delhi. Why don't you ask #AAP about involvement of
391,,0,Sun Mar 01 18:24:44 +0000 2020,Can BJP supporters/voters atleast acknowledge that the #DelhiBurning situation and the whole â€˜goons out on the looseâ€™ scenario is the extremistsâ€™ reaction to the govtâ€™s CAA act? I have seen many people normalise such barbaric deeds. Do you believe in such devilish behaviour? #CAA
393,"à¤¨à¤ˆ à¤¦à¤¿à¤²à¥à¤²à¥€, à¤­à¤¾à¤°à¤¤",0,Sun Mar 01 18:23:14 +0000 2020,@lakshmianand96 I beg to differ actually there is a political class in this country which is bring affected by #CAA &amp; this person represents that class and that class is out of power for 6 years.
395,,0,Sun Mar 01 18:20:42 +0000 2020,@fayedsouza Whatevr is happening now is the purpose of #CAA_NRC_NPR #CAA. This is all by design and this is the #GujaratModel.
400,,0,Sun Mar 01 18:16:51 +0000 2020,@RanaAyyub No because they understand #CAA and they are not chutya like you
408,,0,Sun Mar 01 18:02:13 +0000 2020,"@rulajebreal @RanaAyyub @FareedZakaria It is all sham. Riots in North East Delhi were started by minority community and they were well prepared to attack on the majority. Hindus have acted in self defence. It was to show opposition to #CAA, #NRC &amp; #UC"
413,"Bombay, India",0,Sun Mar 01 17:55:43 +0000 2020,"@yadavparas16 Since Bangladesh and Pakistan were part of India, all its citizens were part of India too. So if you want to give citizenship to the illegal immigrants on the basis of persecution, it should be given irrespective of the religion they belong "
414,Gurgaon ,2,Sun Mar 01 17:52:27 +0000 2020,@ShekharGupta Fire has not been lit up by BJP. The fire has been ignited by opposition parties and mediapersons like by dishing out falsehoods on #CAA to the people.
415,,0,Sun Mar 01 17:50:17 +0000 2020,"@pankajpathak76 @AdhanaKanishk @PChidambaram_IN I hv listen each point &amp; hv mltiple objctn on sme points &amp; all he is jst interpretating.  To undrstnd #CAA, 1 mst  hv to deal wid A5 to A11 and u can nt luk A14 sprtly, in this case citizenship &amp;"
416,,0,Sun Mar 01 17:50:13 +0000 2020,@MayankM59414320 @TarekFatah @manudev1991 @AmitShah @narendramodi @PMOIndia @HMOIndia @BJP4India Can likes of @BDUTT @sardesairajdeep @ndtv @IndiaToday  @Javedakhtarjadu @ReallySwara @sonamakapoor  why they remain silent on  these slogans responsible for 
417,,0,Sun Mar 01 17:49:34 +0000 2020,@aaqibrk This guy creating more problems by linking routine problems as communal. This guy is #intellectualjihadi and should be arrested for instigating violence.  Many Hindu cab drivers cancelled my trip because the trip was short.  #ISupportKapilMishra 
