"himachal Pradesh","0","fri feb 21 17:34:34 +0000 2020"," dear a you know very well how nrc is dangerous for our country, and you also know npr is first step of nrc so i request you kindly save our country by suspending npr process which you can do stopnprstopnpr"
"himachal Pradesh","10","fri feb 21 16:46:42 +0000 2020"," rt dear a you know very well how nrc is dangerous for our country, and you also know npr is first ste…"
"himachal Pradesh","11","fri feb 21 16:02:27 +0000 2020"," rt dear a you know very well how nrc is dangerous for our country, and you also know npr is first step of …"
"himachal Pradesh","3","fri feb 21 16:00:39 +0000 2020"," rt dear a you know very well how nrc is dangerous for our country, and you also know npr is firs…"
"himachal Pradesh","4","fri feb 21 15:37:35 +0000 2020"," rt dear a you know very well how nrc is dangerous for our country, and you also know npr is first step of nrc…"
"himachal Pradesh","0","fri feb 21 15:20:23 +0000 2020"," while masala hungry medium and citizen are busy with caa npr nrc ucc why ha decided to disinvest controlling share in psu why sell profitable psu a well like bpcl it is public money what is it that u r going to do with that money"
"himachal Pradesh","47","fri feb 21 12:54:20 +0000 2020"," dear a you know very well how nrc is dangerous for our country, and you also know npr is first step of nrc so i request you kindly save our country by suspending npr process which you can do stopnpr"
"himachal Pradesh","0","fri feb 21 08:26:44 +0000 2020"," opponent of the caa and nrc are fearing to be exposed of harbouring illegal muslim from pakistan and bangladesh nrc will expose their modus operandi which they followed through out these year under the umbrella of incindia thinking to make india one day gahara a hind"
"himachal Pradesh","3","fri feb 21 07:30:21 +0000 2020"," rt please count in hindutwa nationalist modi govt and their supporter theyre systematically using state polic…"
"himachal Pradesh","0","fri feb 21 07:10:14 +0000 2020"," after assam nrc no trust bjp they basically do a 180 degree turn in general u should not trust desert baniya community they are selfinvolved and only care about their own jat bhais"
"himachal Pradesh","0","thu feb 20 17:58:16 +0000 2020"," if you know which document are required for nrc and which for opening a bank account you can share your gyan and enlighten me ðÿ˜ you pointed the difference not me ðÿ˜ž for me all document are just document ðÿ˜ž"
"himachal Pradesh","3","thu feb 20 15:11:27 +0000 2020"," please count in hindutwa nationalist modi govt and their supporter theyre systematically using state policing and legislation to stigmatize, marginalize and assault muslim in india under the garb of caa nrc and npr"
"himachal Pradesh","0","thu feb 20 13:23:17 +0000 2020"," by assuring that nrc is not for throwing anyone out of this country but it is for the national security and by simplified documentation process in the national nrc document of 1970 is needed for assam only because there were the"
